#t(s)	T TESTO (°C)	T DS18B20 (°C)
3823	36.4	32.125
3824	36.4	32.125
3825	36.4	32.125
3826	36.4	32.125
3827	36.4	32.0625
3828	36.4	32.125
3829	36.4	32.125
3830	36.4	32.125
3831	36.4	32.125
3832	36.4	32.125
3833	36.4	32.0625
3834	36.4	32.125
3835	36.4	32.125
3836	36.4	32.125
3837	36.4	32.125
3838	36.4	32.125
3839	36.4	32.125
3840	36.4	32.125
3841	36.4	32.125
3842	36.4	32.0625
3843	36.4	32.125
3844	36.4	32.125
3845	36.4	32.125
3846	36.4	32.125
3847	36.4	32.125
3848	36.4	32.125
3849	36.4	32.125
3850	36.4	32.125
3851	36.4	32.125
3852	36.4	32.125
3853	36.4	32.125
3854	36.4	32.125
3855	36.4	32.125
3856	36.4	32.125
3857	36.4	32.125
3858	36.4	32.125
3859	36.4	32.125
3860	36.4	32.125
3861	36.4	32.125
3862	36.4	32.125
3863	36.4	32.125
3864	36.4	32.125
3865	36.4	32.125
3866	36.4	32.125
3867	36.4	32.125
3868	36.4	32.125
3869	36.4	32.125
3870	36.5	32.125
3871	36.5	32.125
3872	36.4	32.125
3873	36.4	32.125
3874	36.5	32.125
3875	36.5	32.125
3876	36.5	32.125
3877	36.5	32.125
3878	36.5	32.125
3879	36.5	32.125
3880	36.5	32.125
3881	36.5	32.125
3882	36.5	32.125
3883	36.5	32.125
3884	36.5	32.0625
3885	36.5	32.0625
3886	36.5	32.0625
3887	36.5	32.125
3888	36.5	32.125
3889	36.5	32.0625
3890	36.5	32.125
3891	36.5	32.125
3892	36.5	32.0625
3893	36.5	32.125
3894	36.5	32.0625
3895	36.5	32.0625
3896	36.5	32.0625
3897	36.5	32.125
3898	36.5	32.125
3899	36.5	32.0625
3900	36.5	32.0625
3901	36.5	32.125
3902	36.5	32.0625
3903	36.5	32.125
3904	36.5	32.125
3905	36.5	32.125
3906	36.5	32.0625
3907	36.5	32.125
3908	36.5	32.0625
3909	36.5	32.0625
3910	36.5	32.0625
3911	36.5	32.125
3912	36.5	32.125
3913	36.5	32.0625
3914	36.5	32.125
3915	36.5	32.125
3916	36.5	32.125
3917	36.5	32.0625
3918	36.5	32.125
3919	36.5	32.125
3920	36.5	32.125
3921	36.5	32.125
3922	36.5	32.125
3923	36.5	32.125
3924	36.5	32.125
3925	36.5	32.125
3926	36.5	32.125
3927	36.5	32.125
3928	36.5	32.125
3929	36.5	32.125
3930	36.5	32.125
3931	36.5	32.125
3932	36.5	32.125
3933	36.5	32.0625
3934	36.5	32.125
3935	36.5	32.125
3936	36.5	32.0625
3937	36.5	32.125
3938	36.5	32.125
3939	36.5	32.125
3940	36.5	32.125
3941	36.5	32.125
3942	36.5	32.125
3943	36.5	32.125
3944	36.5	32.125
3945	36.5	32.125
3946	36.5	32.125
3947	36.5	32.125
3948	36.5	32.125
3949	36.5	32.125
3950	36.5	32.125
3951	36.5	32.125
3952	36.5	32.125
3953	36.5	32.125
3954	36.5	32.125
3955	36.5	32.125
3956	36.5	32.125
3957	36.5	32.125
3958	36.5	32.125
3959	36.5	32.125
3960	36.5	32.125
3961	36.5	32.125
3962	36.5	32.125
3963	36.5	32.125
3964	36.5	32.125
3965	36.5	32.125
3966	36.5	32.125
3967	36.5	32.125
3968	36.5	32.125
3969	36.5	32.125
3970	36.5	32.125
3971	36.5	32.125
3972	36.5	32.1875
3973	36.5	32.125
3974	36.5	32.125
3975	36.5	32.125
3976	36.5	32.125
3977	36.5	32.125
3978	36.5	32.125
3979	36.5	32.1875
3980	36.5	32.1875
3981	36.5	32.125
3982	36.5	32.125
3983	36.5	32.1875
3984	36.5	32.125
3985	36.5	32.125
3986	36.5	32.125
3987	36.5	32.1875
3988	36.5	32.125
3989	36.5	32.1875
3990	36.5	32.1875
3991	36.5	32.125
3992	36.5	32.125
3993	36.5	32.1875
3994	36.5	32.125
3995	36.5	32.1875
3996	36.5	32.1875
3997	36.5	32.125
3998	36.5	32.125
3999	36.5	32.125
4000	36.5	32.125
4001	36.5	32.1875
4002	36.5	32.1875
4003	36.5	32.1875
4004	36.5	32.125
4005	36.5	32.125
4006	36.5	32.1875
4007	36.5	32.1875
4008	36.5	32.125
4009	36.5	32.1875
4010	36.5	32.1875
4011	36.5	32.1875
4012	36.5	32.1875
4013	36.5	32.125
4014	36.5	32.1875
4015	36.5	32.125
4016	36.5	32.1875
4017	36.5	32.1875
4018	36.5	32.1875
4019	36.5	32.1875
4020	36.5	32.1875
4021	36.5	32.1875
4022	36.5	32.1875
4023	36.5	32.1875
4024	36.5	32.1875
4025	36.5	32.1875
